OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
1639623,LOP221119000941,W GRAND AV&SAN PABLO AV,GRAND AV&SAN PABLO AV,415TH,415 THREATS,1668885139000,6049235,2123266,C,05X,CCD3,11/19/22  7:12:19 PM,1668904094000,5,1,1
1639624,LOP221119000942,1955 SAN PABLO AV,SAN PABLO AV,459,BURGLARY,1668885225000,6049492,2122094,P,04X,CCD3,11/19/22  7:13:45 PM,1668885439000,4,1,1
1639625,LOP221119000944,6900 INTERNATIONAL BLVD,INTERNATIONAL BLVD,R10851,RECOVERED STOLEN VEH,1668885419000,6073100,2103874,C,30X,CCD7,11/19/22  7:16:59 PM,1668887921000,30,5,3
1639626,LOP221119000945,8056 GREENLY DR,GREENLY DR,911C,911 HANG UP FROM CP,1668885507000,6082719,2106420,C,30Y,CCD7,11/19/22  7:18:27 PM,1668901944000,30,5,3
1639627,LOP221119000946,16TH ST&CAMPBELL ST,ST&CAMPBELL ST,211,ROBBERY,1668885510000,6043417,2123589,C,05Y,CCD3,11/19/22  7:18:30 PM,1668890569000,5,1,1
1639628,LOP221119000948,1075 69TH AV,69TH AV,945A,AMBULANCE REQUESTED,1668885603000,6072171,2103170,C,26Y,CCD6,11/19/22  7:20:03 PM,1668885603000,26,4,3
1639629,LOP221119000943,2025 BROADWAY,BROADWAY,945,AMBULANCE FOLLOW UP,1668885231000,6050903,2121979,C,04X,CCD3,11/19/22  7:13:51 PM,1668885652000,4,1,1
1639630,LOP221119000951,2227 SAN PABLO AV,SAN PABLO AV,911C,911 HANG UP FROM CP,1668885901000,6049213,2123271,C,07X,CCD3,11/19/22  7:25:01 PM,1668885915000,7,1,1
1639631,LOP221119000952,2477 MONTEREY BLVD,MONTEREY BLVD,415CU,DISTURBANCE-CUSTOMER,1668885913000,6069377,2124623,C,22X,CCD4,11/19/22  7:25:13 PM,1668885913000,22,3,2
1639632,LOP221119000949,28TH AV&FOOTHILL BLVD,AV&FOOTHILL BLVD,415GS,415 GUNSHOTS,1668885875000,6063045,2112657,C,20X,CCD5,11/19/22  7:24:35 PM,1668899700000,20,3,2
1639633,LOP221119000953,330 8TH ST,8TH ST,5150,MENTALLY ILL,1668886030000,6050041,2118282,C,03X,CCD2,11/19/22  7:27:10 PM,1668886030000,3,1,1
1639634,LOP221119000954,8917 MACARTHUR BLVD,MACARTHUR BLVD,SUSP,SUSPECT,1668886088000,6081312,2102102,C,35X,CCD7,11/19/22  7:28:08 PM,1668886088000,35,5,3
1639635,LOP221119000955,1378 63RD AV,63RD AV,BTNFO,BEAT INFORMATION,1668886216000,6070928,2104621,C,26Y,CCD6,11/19/22  7:30:16 PM,1668886223000,26,4,3
1639636,LOP221119000957,1514 48TH AV,48TH AV,975,STAND BY AND PRESERV,1668886281000,6067721,2107715,C,27Y,CCD5,11/19/22  7:31:21 PM,1668903676000,27,4,3
1639637,LOP221119000959,3860 MARTIN LUTHER KING JR WY,MARTIN LUTHER KING JR WY,911C,911 HANG UP FROM CP,1668886425000,6050870,2128917,C,06X,CCD1,11/19/22  7:33:45 PM,1668886425000,6,1,1
1639638,LOP221119000960,497 CAPISTRANO DR,CAPISTRANO DR,415E,LOUD MUSIC,1668886548000,6076143,2092308,C,31Z,CCD7,11/19/22  7:35:48 PM,1668887374000,31,5,3
1639639,LOP221119000961,2021 BROADWAY,BROADWAY,415C,415 UNKNOWN,1668886558000,6050896,2121965,C,04X,CCD3,11/19/22  7:35:58 PM,1668886559000,4,1,1
1639640,LOP221119000950,ELLITA AV&GRAND AV,AV&GRAND AV,SECCK,SECURITY CHECK,1668885884000,6054702,2121741,C,14X,CCD3,11/19/22  7:24:44 PM,1668887329000,14,2,2
1639642,LOP221119000962,85TH AV&E ST,AV&E ST,AOA,ASSIST OUTSIDE AGENC,1668886659000,6074913,2100026,C,33X,CCD7,11/19/22  7:37:39 PM,1668900729000,33,5,3
1639643,LOP221119000964,1800 EMBARCADERO,EMBARCADERO,SECCK,SECURITY CHECK,1668886862000,6057968,2112490,C,19X,CCD5,11/19/22  7:41:02 PM,1668887997000,19,3,2
1639644,LOP221119000965,5385 BROADWAY,BROADWAY,5150,MENTALLY ILL,1668886906000,6056444,2132664,C,12Y,CCD1,11/19/22  7:41:46 PM,1668899706000,12,2,1
1639645,LOP221119000966,150 4TH ST,4TH ST,SECCK,SECURITY CHECK,1668887078000,6050739,2116660,A,01X,CCD3,11/19/22  7:44:38 PM,1668892498000,1,1,1
1639646,LOP221119000967,800 LISBON AV,LISBON AV,HAZ,HAZARDOUS SITUATION/,1668887078000,6060344,2109749,C,20X,CCD5,11/19/22  7:44:38 PM,1668902978000,20,3,2
1639647,LOP221119000968,801 FRANKLIN ST,FRANKLIN ST,945A,AMBULANCE REQUESTED,1668887135000,6049550,2118525,C,03X,CCD2,11/19/22  7:45:35 PM,1668887135000,3,1,1
1639648,LOP221119000971,516 31ST ST,31ST ST,911H,911 HANG-UP,1668887233000,6051222,2125897,C,08X,CCD3,11/19/22  7:47:13 PM,1668893108000,8,2,1
1639649,LOP221119000970,3664 GRAND AV,GRAND AV,913TH,SUICIDE THREATS,1668887216000,6057446,2124325,C,14Y,CCD2,11/19/22  7:46:56 PM,1668887216000,14,2,2
1639650,LOP221119000969,81ST AV&OLIVE ST,AV&OLIVE ST,415E,LOUD MUSIC,1668887208000,6078136,2103489,C,30X,CCD6,11/19/22  7:46:48 PM,1668889063000,30,5,3
1639651,LOP221119000972,7600 EARHART RD,EARHART RD,911H,911 HANG-UP,1668887298000,6065922,2094152,C,31X,CCD7,11/19/22  7:48:18 PM,1668887855000,31,5,3
1639652,LOP221119000973,6929 FOOTHILL BLVD,FOOTHILL BLVD,911C,911 HANG UP FROM CP,1668887323000,6077402,2106994,C,30Y,CCD6,11/19/22  7:48:43 PM,1668887324000,30,5,3
1639653,LOP221119000974,3400 LAKESHORE AV,LAKESHORE AV,OMC,OAKLAND MUNICIPLE CO,1668887339000,6058132,2122445,C,16X,CCD2,11/19/22  7:48:59 PM,1668892605000,16,3,2
1639654,LOP221119000976,3316 MAYBELLE WY,MAYBELLE WY,933R,ALARM-RINGER,1668887412000,6070703,2113460,C,24Y,CCD4,11/19/22  7:50:12 PM,1668900457000,24,4,2
1639655,LOP221119000977,42ND AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,417,BRANDISH A WEAPON,1668887509000,6065660,2108474,C,23X,CCD5,11/19/22  7:51:49 PM,1668898885000,23,4,2
1639656,LOP221119000978,9720 CORAL RD,CORAL RD,R10851,RECOVERED STOLEN VEH,1668887639000,6072729,2093207,C,31Y,CCD7,11/19/22  7:53:59 PM,1668895959000,31,5,3
1639657,LOP221119000979,1925 73RD AV,73RD AV,945A,AMBULANCE REQUESTED,1668887689000,6075335,2104409,C,30X,CCD6,11/19/22  7:54:49 PM,1668887690000,30,5,3
1639658,LOP221119000980,3860 MARTIN LUTHER KING JR WY,MARTIN LUTHER KING JR WY,911C,911 HANG UP FROM CP,1668887730000,6050870,2128917,C,06X,CCD1,11/19/22  7:55:30 PM,1668897132000,6,1,1
1639659,LOP221119000981,1034 66TH AV,66TH AV,933R,ALARM-RINGER,1668887817000,6071016,2103433,C,26Y,CCD6,11/19/22  7:56:57 PM,1668887910000,26,4,3
1639660,LOP221119000982,35TH AV&SALISBURY ST,AV&SALISBURY ST,901,VEHICLE COLLISION/PR,1668887876000,6065925,2112822,C,24X,CCD5,11/19/22  7:57:56 PM,1668906647000,24,4,2
1639661,LOP221119000983,2903 MARKET ST,MARKET ST,417,BRANDISH A WEAPON,1668887889000,6048489,2125883,C,07X,CCD3,11/19/22  7:58:09 PM,1668932256000,7,1,1
1639662,LOP221119000984,4041 ARDLEY AV,ARDLEY AV,ASSIST,ASSIST,1668887957000,6063963,2120269,C,16Y,CCD5,11/19/22  7:59:17 PM,1668888080000,16,3,2
1639663,LOP221119000985,1925 73RD AV,73RD AV,945A,AMBULANCE REQUESTED,1668888006000,6075335,2104409,C,30X,CCD6,11/19/22  8:00:06 PM,1668888007000,30,5,3
1639664,LOP221119000986,1900 E 15TH ST,E 15TH ST,SECCK,SECURITY CHECK,1668888166000,6058832,2113818,C,19X,CCD2,11/19/22  8:02:46 PM,1668895510000,19,3,2
1639665,LOP221119000987,2124 57TH AV,57TH AV,242,BATTERY,1668888330000,6071395,2107203,P,27Y,CCD6,11/19/22  8:05:30 PM,1668888336000,27,4,3
1639666,LOP221119000988,18TH ST&CASTRO ST,ST&CASTRO ST,HAZ,HAZARDOUS SITUATION/,1668888331000,6048770,2122006,C,04X,CCD3,11/19/22  8:05:31 PM,1668929199000,4,1,1
1639667,LOP221119000989,3060 E 9TH ST,E 9TH ST,602L,TRESPASS:,1668888347000,6061487,2109056,C,20X,CCD5,11/19/22  8:05:47 PM,1668888619000,20,3,2
1639668,LOP221119000990,35TH AV&SALISBURY ST,AV&SALISBURY ST,901,VEHICLE COLLISION/PR,1668888354000,6065925,2112822,C,24X,CCD5,11/19/22  8:05:54 PM,1668888846000,24,4,2
1639669,LOP221119000991,801 FRANKLIN ST,FRANKLIN ST,945A,AMBULANCE REQUESTED,1668888422000,6049550,2118525,C,03X,CCD2,11/19/22  8:07:02 PM,1668888480000,3,1,1
1639670,LOP221119000994,10TH ST&MARKET ST,ST&MARKET ST,976,CAR STOP,1668888507000,6046885,2120641,C,02X,CCD3,11/19/22  8:08:27 PM,1668889365000,2,1,1
1639671,LOP221119000995,2331 TELEGRAPH AV,TELEGRAPH AV,602L,TRESPASS:,1668888581000,6050732,2123285,C,08X,CCD3,11/19/22  8:09:41 PM,1668891216000,8,2,1
1639672,LOP221119000996,105TH AV&KNIGHT ST,AV&KNIGHT ST,R10851,RECOVERED STOLEN VEH,1668888659000,6075674,2092402,C,31Z,CCD7,11/19/22  8:10:59 PM,1668916008000,31,5,3
1639673,LOP221119000997,954 60TH ST,60TH ST,911C,911 HANG UP FROM CP,1668888736000,6048544,2134647,C,10X,CCD1,11/19/22  8:12:16 PM,1668888736000,10,2,1
1639674,LOP221119000998,1200 30TH AV,30TH AV,949,SUSPICIOUS VEHICLE,1668888771000,6061993,2110233,C,20X,CCD5,11/19/22  8:12:51 PM,1668899528000,20,3,2
1639675,LOP221119001000,3077 FLORIDA ST,FLORIDA ST,AOA,ASSIST OUTSIDE AGENC,1668889077000,6069448,2117320,C,22Y,CCD4,11/19/22  8:17:57 PM,1668909346000,22,3,2
1639676,LOP221119001001,4715 WEST ST,WEST ST,WELCK,WELFARE CHECK -- CHE,1668889146000,6050618,2131503,C,10Y,CCD1,11/19/22  8:19:06 PM,1668912397000,10,2,1
1639677,LOP221119001002,742 45TH AV,45TH AV,911C,911 HANG UP FROM CP,1668889180000,6064987,2106390,C,26X,CCD5,11/19/22  8:19:40 PM,1668899495000,26,4,3
1639678,LOP221119001003,1137 65TH AV,65TH AV,945A,AMBULANCE REQUESTED,1668889228000,6070940,2103907,C,26Y,CCD6,11/19/22  8:20:28 PM,1668889229000,26,4,3
1639679,LOP221119001004,10TH ST&OAK ST,ST&OAK ST,901A,VEHICLE COLLISION-PE,1668889303000,6051850,2117950,C,03X,CCD2,11/19/22  8:21:43 PM,1668893914000,3,1,1
1639680,LOP221119001005,1000 OAK ST,OAK ST,911C,911 HANG UP FROM CP,1668889568000,6051872,2117949,C,03X,CCD2,11/19/22  8:26:08 PM,1668893914000,3,1,1
1639681,LOP221119001006,1955 SAN PABLO AV,SAN PABLO AV,945A,AMBULANCE REQUESTED,1668889661000,6049492,2122094,C,04X,CCD3,11/19/22  8:27:41 PM,1668889687000,4,1,1
1639682,LOP221119001007,BROADWAY&GOLDEN GATE WY,GATE WY,WELCK,WELFARE CHECK -- CHE,1668889776000,6059412,2136470,C,13X,CCD1,11/19/22  8:29:36 PM,1668913977000,13,2,1
1639683,LOP221119001008,801 FRANKLIN ST,FRANKLIN ST,PDOA,POSSIBLE DEAD PERSON,1668889789000,6049550,2118525,C,03X,CCD2,11/19/22  8:29:49 PM,1668905538000,3,1,1
1639684,LOP221119001009,8430 EDGEWATER DR,EDGEWATER DR,459AU,AUTO BURGLARY,1668889871000,6070524,2095510,C,31X,CCD7,11/19/22  8:31:11 PM,1668889871000,31,5,3
1639685,LOP221119001010,4116 SEACOR CT,SEACOR CT,933MA,ALARM-MANUALLY ACTIV,1668889967000,6083765,2106792,C,35Y,CCD7,11/19/22  8:32:47 PM,1668901081000,35,5,3
1639686,LOP221119001011,745 61ST ST,61ST ST,415F,415 FAMILY,1668889974000,6050741,2135400,C,11X,CCD1,11/19/22  8:32:54 PM,1668905537000,11,2,1
1639687,LOP221119001012,165 98TH AV,98TH AV,602L,TRESPASS:,1668889988000,6071425,2092371,C,31Y,CCD7,11/19/22  8:33:08 PM,1668902159000,31,5,3
1639688,LOP221119001013,8714 BIRCH ST,BIRCH ST,415E,LOUD MUSIC,1668890075000,6078693,2101301,C,34X,CCD7,11/19/22  8:34:35 PM,1668899140000,34,5,3
1639689,LOP221119001014,3016 FOOTHILL BLVD,FOOTHILL BLVD,597,CRUELTY TO ANIMAL,1668890077000,6063612,2112544,C,21Y,CCD5,11/19/22  8:34:37 PM,1668901298000,21,3,2
1639690,LOP221119001015,10700 MACARTHUR BLVD,MACARTHUR BLVD,945A,AMBULANCE REQUESTED,1668890143000,6084124,2096992,C,32Y,CCD7,11/19/22  8:35:43 PM,1668890143000,32,5,3
1639691,LOP221119001016,1965 81ST AV,81ST AV,415E,LOUD MUSIC,1668890334000,6077939,2103396,C,30X,CCD6,11/19/22  8:38:54 PM,1668891816000,30,5,3
1639692,LOP221119001019,1955 SAN PABLO AV,SAN PABLO AV,945A,AMBULANCE REQUESTED,1668890469000,6049492,2122094,C,04X,CCD3,11/19/22  8:41:09 PM,1668893875000,4,1,1
1639693,LOP221119001018,1085 100TH AV,100TH AV,415SS,415 SHOT SPOTTER GUN,1668890413000,6077502,2096259,C,32X,CCD7,11/19/22  8:40:13 PM,1668897361000,32,5,3
1639694,LOP221119001020,1304 64TH AV,64TH AV,11500,DRUG DEALING,1668890517000,6071027,2104450,C,26Y,CCD6,11/19/22  8:41:57 PM,1668899482000,26,4,3
1639695,LOP221119001021,3620 HIGH ST,HIGH ST,415N,DISTURBANCE-NEIGHBOR,1668890523000,6072057,2113632,C,25X,CCD4,11/19/22  8:42:03 PM,1668903345000,25,4,2
1639696,LOP221119001022,1965 81ST AV,81ST AV,914,MAKE A PHONE CALL,1668890565000,6077939,2103396,C,30X,CCD6,11/19/22  8:42:45 PM,1668898398000,30,5,3
1639697,LOP221119001024,48TH AV&VICKSBURG AV,AV&VICKSBURG AV,943,FIGHT,1668890862000,6069221,2110091,C,27X,CCD4,11/19/22  8:47:42 PM,1668897399000,27,4,3
1639698,LOP221119001025,2974 HOLYROOD DR,HOLYROOD DR,SMOKE,SMOKE,1668890905000,6073622,2126120,C,13Z,CCD4,11/19/22  8:48:25 PM,1668890905000,13,2,1
1639699,LOP221119001027,2205 35TH AV,35TH AV,20002,HIT & RUN (PROPERTY,1668891213000,6065990,2112892,C,24Y,CCD5,11/19/22  8:53:33 PM,1668894087000,24,4,2
1639700,LOP221119001028,1632 46TH AV,46TH AV,911C,911 HANG UP FROM CP,1668891485000,6067277,2108217,C,27X,CCD5,11/19/22  8:58:05 PM,1668907049000,27,4,3
1639701,LOP221119001029,HEGENBERGER RD&NB I880,RD&NB I880,20002,HIT & RUN (PROPERTY,1668891554000,6071145,2096676,C,31X,CCD7,11/19/22  8:59:14 PM,1668891554000,31,5,3
1639702,LOP221119001030,3130 35TH AV,35TH AV,911C,911 HANG UP FROM CP,1668891584000,6069050,2115013,C,24Y,CCD4,11/19/22  8:59:44 PM,1668904492000,24,4,2
1639703,LOP221119001031,3130 35TH AV,35TH AV,CODE33,EMERGENCY TRAFFIC ON,1668891700000,6069050,2115013,C,24Y,CCD4,11/19/22  9:01:40 PM,1668906589000,24,4,2
1639704,LOP221119001032,1914 70TH AV,70TH AV,933MA,ALARM-MANUALLY ACTIV,1668891784000,6074834,2104913,C,30X,CCD6,11/19/22  9:03:04 PM,1668904434000,30,5,3
1639705,LOP221119001033,2889 REGATTA ST,REGATTA ST,912,SUSPICIOUS PERSON,1668892093000,6060563,2107954,C,20X,CCD5,11/19/22  9:08:13 PM,1668900744000,20,3,2
1639706,LOP221119001035,40 CATHY LN,CATHY LN,415C,415 UNKNOWN,1668892138000,6086328,2112127,C,25Y,CCD6,11/19/22  9:08:58 PM,1668892189000,25,4,2
1639707,LOP221119001036,1831 E 25TH ST,E 25TH ST,945A,AMBULANCE REQUESTED,1668892227000,6060660,2116520,C,18Y,CCD2,11/19/22  9:10:27 PM,1668892251000,18,3,2
1639708,LOP221119001037,585 9TH ST,9TH ST,602L,TRESPASS:,1668892359000,6048410,2119399,C,03Y,CCD3,11/19/22  9:12:39 PM,1668893000000,3,1,1
1639709,LOP221119001038,3026 MARTIN LUTHER KING JR WY,MARTIN LUTHER KING JR WY,415SS,415 SHOT SPOTTER GUN,1668892409000,6050197,2125846,C,06X,CCD3,11/19/22  9:13:29 PM,1668913516000,6,1,1
1639710,LOP221119001039,952B 18TH ST,18TH ST,484LP,STOLEN LICENSE PLATE,1668892477000,6047211,2122824,C,05X,CCD3,11/19/22  9:14:37 PM,1668939257000,5,1,1
1639711,LOP221119001040,1481 9TH ST,9TH ST,10851,STOLEN VEHICLE,1668892492000,6043144,2121379,C,02Y,CCD3,11/19/22  9:14:52 PM,1668899441000,2,1,1
1639712,LOP221119001041,621 W GRAND AV,W GRAND AV,415GS,415 GUNSHOTS,1668892582000,6049814,2123105,C,04X,CCD3,11/19/22  9:16:22 PM,1668896585000,4,1,1
1639713,LOP221119001042,1200 50TH AV,50TH AV,415E,LOUD MUSIC,1668892590000,6067254,2106495,C,26X,CCD5,11/19/22  9:16:30 PM,1668892649000,26,4,3
1639714,LOP221119001044,FRUITVALE AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,242,BATTERY,1668892654000,6062910,2110207,C,20X,CCD5,11/19/22  9:17:34 PM,1668899001000,20,3,2
1639715,LOP221119001043,20TH ST&TELEGRAPH AV,ST&TELEGRAPH AV,415GS,415 GUNSHOTS,1668892633000,6050490,2122077,C,04X,CCD3,11/19/22  9:17:13 PM,1668928868000,4,1,1
1639716,LOP221119001046,75TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,929,FIRE,1668892760000,6074410,2103031,C,26Y,CCD7,11/19/22  9:19:20 PM,1668892760000,26,4,3
1639717,LOP221119001047,7272 INTERNATIONAL BLVD,INTERNATIONAL BLVD,211S,SILENT ROBBERY ALARM,1668892796000,6073875,2103391,C,30X,CCD7,11/19/22  9:19:56 PM,1668921985000,30,5,3
1639718,LOP221119001050,5211 BROADWAY,BROADWAY,240,ASSAULT,1668892931000,6055863,2131541,C,12Y,CCD1,11/19/22  9:22:11 PM,1668895579000,12,2,1
1639719,LOP221119001048,1925 34TH AV,34TH AV,945,AMBULANCE FOLLOW UP,1668892878000,6064343,2111958,A,23X,CCD5,11/19/22  9:21:18 PM,1668898349000,23,4,2
1639720,LOP221119001049,E 12TH ST&2ND AV,12TH ST&2ND AV,BCAST,BROADCAST,1668892905000,6053892,2117477,C,19X,CCD2,11/19/22  9:21:45 PM,1668893015000,19,3,2
1639721,LOP221119001051,BROOKDALE AV&LILAC ST,AV&LILAC ST,OMC,OAKLAND MUNICIPLE CO,1668893079000,6069870,2111122,C,27X,CCD4,11/19/22  9:24:39 PM,1668900200000,27,4,3
1639722,LOP221119001052,1 EXCELSIOR CT,EXCELSIOR CT,415SS,415 SHOT SPOTTER GUN,1668893116000,6057077,2121746,C,15X,CCD2,11/19/22  9:25:16 PM,1668896987000,15,3,2
1639723,LOP221119001053,S ELMHURST AV&RAILROAD AV,ELMHURST AV&RAILROAD AV,415GS,415 GUNSHOTS,1668893238000,6074787,2096096,C,31Y,CCD7,11/19/22  9:27:18 PM,1668901300000,31,5,3
1639724,LOP221119001054,1301 75TH AV,75TH AV,451,ARSON,1668893355000,6074058,2102775,C,26Y,CCD7,11/19/22  9:29:15 PM,1668914447000,26,4,3
1639725,LOP221119001055,7101 EDGEWATER DR,EDGEWATER DR,415C,415 UNKNOWN,1668893458000,6067451,2099631,C,31X,CCD7,11/19/22  9:30:58 PM,1668893520000,31,5,3
1639726,LOP221119001056,2112 FRUITVALE AV,FRUITVALE AV,911C,911 HANG UP FROM CP,1668893479000,6063940,2112660,C,21Y,CCD5,11/19/22  9:31:19 PM,1668893480000,21,3,2
1639727,LOP221119001057,3RD ST&HARRISON ST,ST&HARRISON ST,487,GRAND THEFT,1668893492000,6049596,2116910,C,01X,CCD3,11/19/22  9:31:32 PM,1668893769000,1,1,1
1639728,LOP221119001059,5768 ADELINE ST,ADELINE ST,415E,LOUD MUSIC,1668893575000,6049485,2134142,C,10Y,CCD1,11/19/22  9:32:55 PM,1668897051000,10,2,1
1639729,LOP221119001058,414 40TH ST,40TH ST,10851,STOLEN VEHICLE,1668893553000,6053265,2128942,C,12X,CCD1,11/19/22  9:32:33 PM,1668916441000,12,2,1
1639730,LOP221119001060,479 CHENEY AV,CHENEY AV,5150,MENTALLY ILL,1668893921000,6057229,2122506,C,14Y,CCD2,11/19/22  9:38:41 PM,1668902658000,14,2,2
1639731,LOP221119001061,1378 63RD AV,63RD AV,CCFILE,CHRONIC CALLER,1668894033000,6070928,2104621,C,26Y,CCD6,11/19/22  9:40:33 PM,1668894033000,26,4,3
1639732,LOP221119001062,808 54TH ST,54TH ST,970B,AUTO BLOCKING DRIVEW,1668894105000,6050583,2132757,C,10Y,CCD1,11/19/22  9:41:45 PM,1668894970000,10,2,1
1639733,LOP221119001063,1615 34TH AV,34TH AV,963,PLAYING BALL IN STRE,1668894199000,6063980,2110991,C,23X,CCD5,11/19/22  9:43:19 PM,1668895072000,23,4,2
1639734,LOP221119001064,10203 EDES AV,EDES AV,911C,911 HANG UP FROM CP,1668894283000,6075866,2094341,C,31Y,CCD7,11/19/22  9:44:43 PM,1668894283000,31,5,3
1639735,LOP221119001065,6623 SAN PABLO AV,SAN PABLO AV,20002,HIT & RUN (PROPERTY,1668894383000,6046066,2136654,C,10X,CCD1,11/19/22  9:46:23 PM,1668894606000,10,2,1
1639736,LOP221119001067,1600 CHURCH ST,CHURCH ST,415C,415 UNKNOWN,1668894754000,6073526,2104435,C,30X,CCD6,11/19/22  9:52:34 PM,1668912701000,30,5,3
1639737,LOP221119001068,2740 BROADWAY,BROADWAY,933R,ALARM-RINGER,1668894861000,6052170,2124335,C,08X,CCD3,11/19/22  9:54:21 PM,1668894938000,8,2,1
1639738,LOP221119001069,W MACARTHUR BLVD&TELEGRAPH AV,MACARTHUR BLVD&TELEGRAPH AV,901,VEHICLE COLLISION/PR,1668894937000,6051871,2128179,C,08X,CCD3,11/19/22  9:55:37 PM,1668894937000,8,2,1
1639739,LOP221119001070,255 8TH AV,8TH AV,912,SUSPICIOUS PERSON,1668895470000,6053523,2114485,C,19X,CCD2,11/19/22 10:04:30 PM,1668898329000,19,3,2
1639740,LOP221119001071,66TH AV&LION WY,AV&LION WY,BCAST,BROADCAST,1668895608000,6070692,2103152,C,26Y,CCD6,11/19/22 10:06:48 PM,1668895650000,26,4,3
1639741,LOP221119001072,2200 TELEGRAPH AV,TELEGRAPH AV,415C,415 UNKNOWN,1668895632000,6050626,2122616,C,04X,CCD3,11/19/22 10:07:12 PM,1668897581000,4,1,1
1639742,LOP221119001073,1001 WARFIELD AV,WARFIELD AV,911N,POLICE RELATED MATTE,1668895743000,6058697,2124226,C,14Y,CCD2,11/19/22 10:09:03 PM,1668895743000,14,2,2
1639743,LOP221119001074,3150 HIGH ST,HIGH ST,SECCK,SECURITY CHECK,1668895800000,6070694,2112790,C,28X,CCD4,11/19/22 10:10:00 PM,1668907909000,28,4,3
1639744,LOP221119001076,80 GRAND AV,GRAND AV,945,AMBULANCE FOLLOW UP,1668895902000,6051631,2122755,C,08X,CCD3,11/19/22 10:11:42 PM,1668895902000,8,2,1
1639745,LOP221119001077,859 STANFORD AV,STANFORD AV,911C,911 HANG UP FROM CP,1668896045000,6049564,2135137,C,10Y,CCD1,11/19/22 10:14:05 PM,1668905719000,10,2,1
1639746,LOP221119001078,2524 25TH AV,25TH AV,970B,AUTO BLOCKING DRIVEW,1668896086000,6063102,2114745,C,21X,CCD5,11/19/22 10:14:46 PM,1668910010000,21,3,2
