OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
1637589,LOP221117000975,1378 63RD AV,63RD AV,BTNFO,BEAT INFORMATION,1668712696000,6070928,2104621,C,26Y,CCD6,11/17/22  7:18:16 PM,1668719499000,26,4,3
1637590,LOP221117000977,17TH ST&BROADWAY,ST&BROADWAY,976,CAR STOP,1668712770000,6050429,2121017,C,04X,CCD3,11/17/22  7:19:30 PM,1668713288000,4,1,1
1637591,LOP221117000976,2727 E 17TH ST,E 17TH ST,HAZ,HAZARDOUS SITUATION/,1668712769000,6062115,2112114,C,20X,CCD5,11/17/22  7:19:29 PM,1668731420000,20,3,2
1637592,LOP221117000979,3312 JORDAN RD,JORDAN RD,SUSP,SUSPECT,1668712969000,6072404,2118745,C,22Y,CCD4,11/17/22  7:22:49 PM,1668731670000,22,3,2
1637593,LOP221117000982,366 STATEN AV,STATEN AV,10851,STOLEN VEHICLE,1668713039000,6055031,2122521,P,14X,CCD3,11/17/22  7:23:59 PM,1668713039000,14,2,2
1637594,LOP221117000981,12TH ST&BROADWAY,ST&BROADWAY,976,CAR STOP,1668713028000,6049731,2119681,C,03Y,CCD3,11/17/22  7:23:48 PM,1668715815000,3,1,1
1637595,LOP221117000980,3430 FOOTHILL BLVD,FOOTHILL BLVD,945A,AMBULANCE REQUESTED,1668713021000,6064678,2112057,C,24X,CCD5,11/17/22  7:23:41 PM,1668713844000,24,4,2
1637596,LOP221117000984,484 9TH ST,9TH ST,933R,ALARM-RINGER,1668713088000,6049105,2119080,C,03Y,CCD3,11/17/22  7:24:48 PM,1668713089000,3,1,1
1637597,LOP221117000983,4241 TELEGRAPH AV,TELEGRAPH AV,459AU,AUTO BURGLARY,1668713082000,6052253,2129908,C,12X,CCD1,11/17/22  7:24:42 PM,1668713082000,12,2,1
1637598,LOP221117000985,5518 E 15TH ST,E 15TH ST,970B,AUTO BLOCKING DRIVEW,1668713173000,6069773,2106626,C,27Y,CCD6,11/17/22  7:26:13 PM,1668733870000,27,4,3
1637599,LOP221117000986,1801 14TH ST,14TH ST,601R,RUNAWAY,1668713292000,6042100,2123739,C,02Y,CCD3,11/17/22  7:28:12 PM,1668731538000,2,1,1
1637600,LOP221117000988,120 CATRON DR,CATRON DR,415F,415 FAMILY,1668713337000,6076900,2091047,C,31Z,CCD7,11/17/22  7:28:57 PM,1668793362000,31,5,3
1637601,LOP221117000987,1722 85TH AV,85TH AV,415SS,415 SHOT SPOTTER GUN,1668713328000,6077866,2101822,C,34X,CCD6,11/17/22  7:28:48 PM,1668717616000,34,5,3
1637602,LOP221117000989,5345 FOOTHILL BLVD,FOOTHILL BLVD,415TH,415 THREATS,1668713457000,6070401,2108234,C,27X,CCD4,11/17/22  7:30:57 PM,1668713778000,27,4,3
1637603,LOP221117000990,375 W MACARTHUR BLVD,W MACARTHUR BLVD,R10851,RECOVERED STOLEN VEH,1668713771000,6053079,2127662,C,08X,CCD3,11/17/22  7:36:11 PM,1668734466000,8,2,1
1637604,LOP221117000992,BELLEVUE AV&STATEN AV,AV&STATEN AV,929,FIRE,1668713837000,6054988,2121322,C,14X,CCD3,11/17/22  7:37:17 PM,1668717951000,14,2,2
1637605,LOP221117000991,6211 TEVIS ST,TEVIS ST,415N,DISTURBANCE-NEIGHBOR,1668713831000,6069972,2104099,C,26Y,CCD6,11/17/22  7:37:11 PM,1668713831000,26,4,3
1637606,LOP221117000993,3600 BROADWAY,BROADWAY,273_6,VIOLATION OF COURT O,1668713988000,6053561,2127014,C,09X,CCD3,11/17/22  7:39:48 PM,1668762638000,9,2,1
1637607,LOP221117000994,3415 GRAND AV,GRAND AV,594,VANDALISM,1668714063000,6057303,2123688,C,14Y,CCD2,11/17/22  7:41:03 PM,1668714161000,14,2,2
1637608,LOP221117000995,6929 FOOTHILL BLVD,FOOTHILL BLVD,415C,415 UNKNOWN,1668714153000,6077402,2106994,C,30Y,CCD6,11/17/22  7:42:33 PM,1668736292000,30,5,3
1637609,LOP221117000996,260 SEQUOYAH VIEW DR,SEQUOYAH VIEW DR,933R,ALARM-RINGER,1668714228000,6087245,2103207,C,35Y,CCD7,11/17/22  7:43:48 PM,1668714533000,35,5,3
1637610,LOP221117000997,8TH ST&BROADWAY,ST&BROADWAY,459AU,AUTO BURGLARY,1668714249000,6049216,2118687,C,03Y,CCD3,11/17/22  7:44:09 PM,1668714249000,3,1,1
1637611,LOP221117000998,106TH AV&MACARTHUR BLVD,AV&MACARTHUR BLVD,23103,RECKLESS DRIVING,1668714433000,6083883,2097208,C,32Y,CCD7,11/17/22  7:47:13 PM,1668714435000,32,5,3
1637612,LOP221117000999,WB I580&EB I980 CONN,I580&EB I980 CONN,901,VEHICLE COLLISION/PR,1668714517000,6049701,2127868,C,06X,CCD3,11/17/22  7:48:37 PM,1668714517000,6,1,1
1637613,LOP221117001000,2611 ALVINGROOM CT,ALVINGROOM CT,945A,AMBULANCE REQUESTED,1668714585000,6080874,2103897,C,35X,CCD7,11/17/22  7:49:45 PM,1668714585000,35,5,3
1637614,LOP221117001001,1821 6TH AV,6TH AV,970B,AUTO BLOCKING DRIVEW,1668714605000,6056307,2117691,C,17X,CCD2,11/17/22  7:50:05 PM,1668720557000,17,3,2
1637615,LOP221117001002,8301 EDGEWATER DR,EDGEWATER DR,933R,ALARM-RINGER,1668714648000,6070072,2095725,C,31X,CCD7,11/17/22  7:50:48 PM,1668727326000,31,5,3
1637616,LOP221117001003,4149 MERA ST,MERA ST,487,GRAND THEFT,1668714661000,6066946,2109968,C,24X,CCD5,11/17/22  7:51:01 PM,1668714661000,24,4,2
1637617,LOP221117001004,17TH ST&FRANKLIN ST,ST&FRANKLIN ST,459AU,AUTO BURGLARY,1668714666000,6050774,2120837,C,04X,CCD3,11/17/22  7:51:06 PM,1668715604000,4,1,1
1637618,LOP221117001005,565 29TH ST,29TH ST,INFO,BEAT INFORMATION,1668714731000,6050835,2125319,C,08X,CCD3,11/17/22  7:52:11 PM,1668715032000,8,2,1
1637619,LOP221117001007,327 15TH ST,15TH ST,MSDIAL,MISDIAL,1668714965000,6051005,2120075,C,04X,CCD3,11/17/22  7:56:05 PM,1668714965000,4,1,1
1637620,LOP221117001009,285 HEGENBERGER RD,HEGENBERGER RD,243E,BATTERY ON CO-HABITA,1668715112000,6070528,2093887,C,31X,CCD7,11/17/22  7:58:32 PM,1668765481000,31,5,3
1637621,LOP221117001011,888 VERMONT ST,VERMONT ST,415C,415 UNKNOWN,1668715263000,6057947,2123892,C,14Y,CCD2,11/17/22  8:01:03 PM,1668715263000,14,2,2
1637622,LOP221117000969,10763 PIPPIN ST,PIPPIN ST,BTNFO,BEAT INFORMATION,1668712228000,6077701,2093714,C,31Z,CCD7,11/17/22  7:10:28 PM,1668715469000,31,5,3
1637623,LOP221117001012,2025 BROADWAY,BROADWAY,911C,911 HANG UP FROM CP,1668715448000,6050903,2121979,C,04X,CCD3,11/17/22  8:04:08 PM,1668718943000,4,1,1
1637624,LOP221117001014,1736 70TH AV,70TH AV,WELCK,WELFARE CHECK -- CHE,1668715625000,6074354,2104537,C,30X,CCD6,11/17/22  8:07:05 PM,1668738405000,30,5,3
1637626,LOP221117001015,610 HEGENBERGER RD,HEGENBERGER RD,945A,AMBULANCE REQUESTED,1668715728000,6071358,2098514,C,31Y,CCD7,11/17/22  8:08:48 PM,1668715925000,31,5,3
1637627,LOP221117001017,1929 OAKVIEW DR,OAKVIEW DR,945A,AMBULANCE REQUESTED,1668715786000,6067761,2122891,C,22X,CCD4,11/17/22  8:09:46 PM,1668715786000,22,3,2
1637628,LOP221117001018,400 LANCASTER ST,LANCASTER ST,912,SUSPICIOUS PERSON,1668715804000,6061496,2107732,P,20X,CCD5,11/17/22  8:10:04 PM,1668715804000,20,3,2
1637629,LOP221117001019,1755 EMBARCADERO,EMBARCADERO,647,DISORDERLY CONDUCT,1668715821000,6057666,2112941,C,19X,CCD2,11/17/22  8:10:21 PM,1668731033000,19,3,2
1637630,LOP221117001020,1240 73RD AV,73RD AV,TXT911,TEXT911,1668715898000,6073513,2102920,C,26Y,CCD7,11/17/22  8:11:38 PM,1668716778000,26,4,3
1637631,LOP221117001021,2341 VALLEY ST,VALLEY ST,242,BATTERY,1668715911000,6051088,2123291,C,08X,CCD3,11/17/22  8:11:51 PM,1668726221000,8,2,1
1637632,LOP221117001022,7500 EDGEWATER DR,EDGEWATER DR,415C,415 UNKNOWN,1668716075000,6069064,2097432,C,31X,CCD7,11/17/22  8:14:35 PM,1668750911000,31,5,3
1637633,LOP221117001023,1356 96TH AV,96TH AV,415SS,415 SHOT SPOTTER GUN,1668716075000,6078179,2098193,C,33X,CCD7,11/17/22  8:14:35 PM,1668729721000,33,5,3
1637634,LOP221117001024,1935 SEMINARY AV,SEMINARY AV,166_4,CONTEMPT OF COURT/DI,1668716094000,6071473,2106434,C,27Y,CCD6,11/17/22  8:14:54 PM,1668773910000,27,4,3
1637635,LOP221117001025,8460 EDGEWATER DR,EDGEWATER DR,459AU,AUTO BURGLARY,1668716121000,6070736,2095429,C,31X,CCD7,11/17/22  8:15:21 PM,1668716121000,31,5,3
1637636,LOP221117001027,455 7TH ST,7TH ST,FUEL,FUEL VEHICLE,1668716180000,6049039,2118440,C,03Y,CCD3,11/17/22  8:16:20 PM,1668717111000,3,1,1
1637637,LOP221117001029,7429 HALLIDAY AV,HALLIDAY AV,415F,415 FAMILY,1668716447000,6076966,2105211,C,30X,CCD6,11/17/22  8:20:47 PM,1668728413000,30,5,3
1637638,LOP221117001031,10950 INTERNATIONAL BLVD,INTERNATIONAL BLVD,211,ROBBERY,1668716507000,6080355,2094901,C,32X,CCD7,11/17/22  8:21:47 PM,1668718829000,32,5,3
1637639,LOP221117001032,7940 INTERNATIONAL BLVD,INTERNATIONAL BLVD,945A,AMBULANCE REQUESTED,1668716509000,6075393,2102446,C,30X,CCD7,11/17/22  8:21:49 PM,1668716530000,30,5,3
1637640,LOP221117001033,1221 E 20TH ST,E 20TH ST,415C,415 UNKNOWN,1668716521000,6058237,2116406,C,17X,CCD2,11/17/22  8:22:01 PM,1668716521000,17,3,2
1637641,LOP221117001035,6201 SAN LEANDRO ST,SAN LEANDRO ST,AOA,ASSIST OUTSIDE AGENC,1668716663000,6069096,2103484,C,26X,CCD6,11/17/22  8:24:23 PM,1668741296000,26,4,3
1637642,LOP221117001037,2833 HIGH ST,HIGH ST,415C,415 UNKNOWN,1668716764000,6069748,2112238,P,24Y,CCD4,11/17/22  8:26:04 PM,1668716764000,24,4,2
1637643,LOP221117001038,59TH ST&TELEGRAPH AV,ST&TELEGRAPH AV,945A,AMBULANCE REQUESTED,1668716823000,6053144,2134943,C,11X,CCD1,11/17/22  8:27:03 PM,1668716823000,11,2,1
1637644,LOP221117001039,9947 GIBRALTAR RD,GIBRALTAR RD,933R,ALARM-RINGER,1668716929000,6073621,2092502,C,31Y,CCD7,11/17/22  8:28:49 PM,1668786251000,31,5,3
1637645,LOP221117001040,64TH AV&MACARTHUR BLVD,AV&MACARTHUR BLVD,415,DISTURBING THE PEACE,1668717058000,6076213,2108624,A,29X,CCD6,11/17/22  8:30:58 PM,1668717079000,29,5,3
1637646,LOP221117001041,350 HAWTHORNE AV,HAWTHORNE AV,911H,911 HANG-UP,1668717159000,6052490,2126130,C,08X,CCD3,11/17/22  8:32:39 PM,1668717204000,8,2,1
1637647,LOP221117001042,747 52ND ST,52ND ST,243E,BATTERY ON CO-HABITA,1668717276000,6051218,2132145,C,12X,CCD1,11/17/22  8:34:36 PM,1668719708000,12,2,1
1637648,LOP221117001044,5100 BROADWAY,BROADWAY,211,ROBBERY,1668717303000,6055772,2131251,C,09X,CCD1,11/17/22  8:35:03 PM,1668730314000,9,2,1
1637649,LOP221117001045,5838 BIRCH CT,BIRCH CT,WELCK,WELFARE CHECK -- CHE,1668717333000,6056099,2135373,C,12Y,CCD1,11/17/22  8:35:33 PM,1668717933000,12,2,1
1637650,LOP221117001046,5131 SHATTUCK AV,SHATTUCK AV,901,VEHICLE COLLISION/PR,1668717427000,6052248,2132057,C,12X,CCD1,11/17/22  8:37:07 PM,1668717428000,12,2,1
1637651,LOP221117001048,1725 87TH AV,87TH AV,242,BATTERY,1668717552000,6078205,2101101,C,34X,CCD7,11/17/22  8:39:12 PM,1668734646000,34,5,3
1637652,LOP221117001049,370 W MACARTHUR BLVD,W MACARTHUR BLVD,R10851,RECOVERED STOLEN VEH,1668717583000,6053120,2127692,C,08X,CCD3,11/17/22  8:39:43 PM,1668722084000,8,2,1
1637653,LOP221117001050,737 SYCAMORE ST,SYCAMORE ST,MSDIAL,MISDIAL,1668717608000,6049192,2124436,C,06X,CCD3,11/17/22  8:40:08 PM,1668717609000,6,1,1
1637654,LOP221117001052,525 EMBARCADERO WEST,EMBARCADERO WEST,459,BURGLARY,1668717686000,6047781,2117197,C,01X,CCD3,11/17/22  8:41:26 PM,1668719834000,1,1,1
1637655,LOP221117001053,2701 HIGH ST,HIGH ST,415C,415 UNKNOWN,1668717791000,6069441,2112047,C,24Y,CCD4,11/17/22  8:43:11 PM,1668719190000,24,4,2
1637656,LOP221117001054,SAN PABLO AV&THOMAS L. BERKLEY WY,PABLO AV&THOMAS L. BERKLEY WY,211,ROBBERY,1668717794000,6049467,2122298,C,04X,CCD3,11/17/22  8:43:14 PM,1668721603000,4,1,1
1637657,LOP221117001055,426 8TH ST,8TH ST,415C,415 UNKNOWN,1668717961000,6049385,2118622,C,03X,CCD2,11/17/22  8:46:01 PM,1668718936000,3,1,1
1637658,LOP221117001056,18TH ST&SAN PABLO AV,ST&SAN PABLO AV,459AU,AUTO BURGLARY,1668717966000,6049655,2121483,C,04X,CCD3,11/17/22  8:46:06 PM,1668726705000,4,1,1
1637659,LOP221117001058,4414 OAK HILL RD,OAK HILL RD,912,SUSPICIOUS PERSON,1668718256000,6087253,2105211,C,35Y,CCD7,11/17/22  8:50:56 PM,1668726739000,35,5,3
1637660,LOP221117001059,350 HAWTHORNE AV,HAWTHORNE AV,911C,911 HANG UP FROM CP,1668718571000,6052490,2126130,C,08X,CCD3,11/17/22  8:56:11 PM,1668718571000,8,2,1
1637661,LOP221117001060,1420 8TH ST,8TH ST,415F,415 FAMILY,1668718608000,6043488,2120993,C,02Y,CCD3,11/17/22  8:56:48 PM,1668733235000,2,1,1
1637662,LOP221117001061,350 HAWTHORNE AV,HAWTHORNE AV,415C,415 UNKNOWN,1668718696000,6052490,2126130,C,08X,CCD3,11/17/22  8:58:16 PM,1668718696000,8,2,1
1637663,LOP221117001062,989 105TH AV,105TH AV,415C,415 UNKNOWN,1668718709000,6077916,2094915,C,32X,CCD7,11/17/22  8:58:29 PM,1668719823000,32,5,3
1637664,LOP221117001063,569 9TH ST,9TH ST,459AU,AUTO BURGLARY,1668718823000,6048517,2119344,C,03Y,CCD3,11/17/22  9:00:23 PM,1668718823000,3,1,1
1637665,LOP221117001064,8450 EDGEWATER DR,EDGEWATER DR,459AU,AUTO BURGLARY,1668718912000,6070665,2095456,C,31X,CCD7,11/17/22  9:01:52 PM,1668718912000,31,5,3
1637666,LOP221117001065,600 HARRISON ST,HARRISON ST,23152,DUI ALCOHOL/DRUGS,1668719089000,6049996,2117641,C,03X,CCD2,11/17/22  9:04:49 PM,1668719089000,3,1,1
1637667,LOP221117001067,2455 BROADWAY,BROADWAY,459AU,AUTO BURGLARY,1668719181000,6051746,2123600,C,08X,CCD3,11/17/22  9:06:21 PM,1668719181000,8,2,1
1637668,LOP221117001068,12600 SKYLINE BLVD,SKYLINE BLVD,911H,911 HANG-UP,1668719188000,6080064,2117486,C,25Y,CCD6,11/17/22  9:06:28 PM,1668726695000,25,4,2
1637669,LOP221117001069,5809 FOOTHILL BLVD,FOOTHILL BLVD,415BF,415 BOYFRIEND,1668719210000,6072665,2107909,C,29X,CCD6,11/17/22  9:06:50 PM,1668736024000,29,5,3
1637670,LOP221117001070,5285 BELVEDERE ST,BELVEDERE ST,912,SUSPICIOUS PERSON,1668719321000,6070426,2108700,C,27X,CCD4,11/17/22  9:08:41 PM,1668726509000,27,4,3
1637671,LOP221117001071,1720 46TH AV,46TH AV,R10851,RECOVERED STOLEN VEH,1668719442000,6067441,2108478,C,27X,CCD5,11/17/22  9:10:42 PM,1668723688000,27,4,3
1637672,LOP221117001072,817 MILTON ST,MILTON ST,911C,911 HANG UP FROM CP,1668719463000,6048738,2124844,C,07X,CCD3,11/17/22  9:11:03 PM,1668738286000,7,1,1
1637673,LOP221117001073,519 18TH ST,18TH ST,945A,AMBULANCE REQUESTED,1668719493000,6050141,2121384,C,04X,CCD3,11/17/22  9:11:33 PM,1668719495000,4,1,1
1637674,LOP221117001076,82ND AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,901,VEHICLE COLLISION/PR,1668719564000,6076131,2101961,C,34X,CCD7,11/17/22  9:12:44 PM,1668754712000,34,5,3
1637675,LOP221117001074,519 18TH ST,18TH ST,945A,AMBULANCE REQUESTED,1668719505000,6050141,2121384,C,04X,CCD3,11/17/22  9:11:45 PM,1668719523000,4,1,1
1637676,LOP221117001078,817 MILTON ST,MILTON ST,415C,415 UNKNOWN,1668719637000,6048738,2124844,C,07X,CCD3,11/17/22  9:13:57 PM,1668719751000,7,1,1
1637677,LOP221117001079,820 MACARTHUR BLVD,MACARTHUR BLVD,415C,415 UNKNOWN,1668719703000,6058970,2120913,C,15X,CCD2,11/17/22  9:15:03 PM,1668719764000,15,3,2
1637678,LOP221117001080,9800 INTERNATIONAL BLVD,INTERNATIONAL BLVD,933S,ALARM-SILENT,1668719727000,6078701,2097809,C,32X,CCD7,11/17/22  9:15:27 PM,1668719768000,32,5,3
1637679,LOP221117001082,604 22ND ST,22ND ST,415E,LOUD MUSIC,1668719911000,6049820,2122813,C,04X,CCD3,11/17/22  9:18:31 PM,1668732974000,4,1,1
1637680,LOP221117001083,2032 MARKET ST,MARKET ST,415C,415 UNKNOWN,1668719945000,6047747,2123338,C,05X,CCD3,11/17/22  9:19:05 PM,1668728701000,5,1,1
1637681,LOP221117001084,21ST ST&MARKET ST,ST&MARKET ST,945A,AMBULANCE REQUESTED,1668719981000,6047754,2123432,C,05X,CCD3,11/17/22  9:19:41 PM,1668719981000,5,1,1
1637682,LOP221117001085,4425 TOMPKINS AV,TOMPKINS AV,SECCK,SECURITY CHECK,1668720012000,6074264,2114541,C,25X,CCD4,11/17/22  9:20:12 PM,1668735255000,25,4,2
1637683,LOP221117001086,5110 TELEGRAPH AV,TELEGRAPH AV,415UG,DISTURBANCE-UNWANTED,1668720107000,6052807,2132149,C,12Y,CCD1,11/17/22  9:21:47 PM,1668720393000,12,2,1
1637684,LOP221117001087,14TH ST&WOOD ST,ST&WOOD ST,5150,MENTALLY ILL,1668720160000,6042360,2123591,C,02Y,CCD3,11/17/22  9:22:40 PM,1668736888000,2,1,1
1637685,LOP221117001088,W MACARTHUR BLVD&WEBSTER ST,MACARTHUR BLVD&WEBSTER ST,929,FIRE,1668720171000,6052898,2127737,C,08X,CCD3,11/17/22  9:22:51 PM,1668720237000,8,2,1
1637686,LOP221117001090,8707 SAN LEANDRO ST,SAN LEANDRO ST,MSDIAL,MISDIAL,1668720246000,6073796,2098331,C,31Y,CCD7,11/17/22  9:24:06 PM,1668720246000,31,5,3
1637687,LOP221117001091,98TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,415GS,415 GUNSHOTS,1668720262000,6078678,2097808,C,33X,CCD7,11/17/22  9:24:22 PM,1668730100000,33,5,3
1637688,LOP221117001092,3330 72ND AV,72ND AV,INFO,BEAT INFORMATION,1668720380000,6078114,2107092,C,29X,CCD6,11/17/22  9:26:20 PM,1668727157000,29,5,3
1637689,LOP221117001093,3220 LAKESHORE AV,LAKESHORE AV,459AU,AUTO BURGLARY,1668720507000,6057346,2122144,C,16X,CCD2,11/17/22  9:28:27 PM,1668759415000,16,3,2
1637690,LOP221117001094,2450 VALDEZ ST,VALDEZ ST,913TH,SUICIDE THREATS,1668720525000,6052257,2123615,C,08X,CCD3,11/17/22  9:28:45 PM,1668749877000,8,2,1
1637691,LOP221117001095,7719 OAKPORT ST,OAKPORT ST,FNDPRO,FOUND PROPERTY,1668720599000,6069745,2098436,C,31X,CCD7,11/17/22  9:29:59 PM,1668784394000,31,5,3
1637692,LOP221117001097,66 AIRPORT ACCESS RD,AIRPORT ACCESS RD,SUSP,SUSPECT,1668720673000,6070455,2091734,P,31Y,CCD7,11/17/22  9:31:13 PM,1668720673000,31,5,3
1637693,LOP221117001096,309 MACARTHUR BLVD,MACARTHUR BLVD,945A,AMBULANCE REQUESTED,1668720632000,6055851,2123210,C,14X,CCD3,11/17/22  9:30:32 PM,1668720632000,14,2,2
1637694,LOP221117001098,1800 41ST AV,41ST AV,970B,AUTO BLOCKING DRIVEW,1668720681000,6066151,2109486,C,23X,CCD5,11/17/22  9:31:21 PM,1668728679000,23,4,2
1637695,LOP221117001099,323 MONTE VISTA AV,MONTE VISTA AV,970C,AUTO IN RESTRICED ZO,1668720687000,6056241,2126722,C,09X,CCD1,11/17/22  9:31:27 PM,1668785008000,9,2,1
1637696,LOP221117001100,4243 TELEGRAPH AV,TELEGRAPH AV,484,THEFT,1668720701000,6052254,2129912,C,12X,CCD1,11/17/22  9:31:41 PM,1668720701000,12,2,1
1637697,LOP221117001101,2001 80TH AV,80TH AV,415SS,415 SHOT SPOTTER GUN,1668720744000,6077989,2103762,C,30X,CCD6,11/17/22  9:32:24 PM,1668725326000,30,5,3
1637698,LOP221117001102,11TH AV&E 18TH ST,AV&E 18TH ST,901A,VEHICLE COLLISION-PE,1668720745000,6057436,2116268,C,17X,CCD2,11/17/22  9:32:25 PM,1668725943000,17,3,2
1637699,LOP221117001103,1009 66TH AV,66TH AV,933S,ALARM-SILENT,1668720807000,6070729,2103221,C,26Y,CCD6,11/17/22  9:33:27 PM,1668720838000,26,4,3
1637700,LOP221117001107,2014 5TH AV,5TH AV,WELCK,WELFARE CHECK -- CHE,1668721132000,6056629,2118391,C,17X,CCD2,11/17/22  9:38:52 PM,1668788474000,17,3,2
1637701,LOP221117001109,3RD ST&WASHINGTON ST,ST&WASHINGTON ST,459AU,AUTO BURGLARY,1668721314000,6048218,2117627,C,01X,CCD3,11/17/22  9:41:54 PM,1668759945000,1,1,1
1637702,LOP221117001110,3250 SAN PABLO AV,SAN PABLO AV,945A,AMBULANCE REQUESTED,1668721345000,6048312,2127270,C,06X,CCD3,11/17/22  9:42:25 PM,1668721349000,6,1,1
1637703,LOP221117001111,4321 RETTIG AV,RETTIG AV,949,SUSPICIOUS VEHICLE,1668721539000,6072162,2119230,C,22Y,CCD4,11/17/22  9:45:39 PM,1668726303000,22,3,2
1637704,LOP221117001112,1200 LAKESHORE AV,LAKESHORE AV,602L,TRESPASS:,1668721632000,6053514,2118015,C,19X,CCD2,11/17/22  9:47:12 PM,1668722481000,19,3,2
1637705,LOP221117001113,2227 SAN PABLO AV,SAN PABLO AV,911C,911 HANG UP FROM CP,1668721729000,6049213,2123271,C,07X,CCD3,11/17/22  9:48:49 PM,1668721729000,7,1,1
1637706,LOP221117001114,10 GRASS VALLEY CT,GRASS VALLEY CT,933R,ALARM-RINGER,1668721776000,6093173,2100376,A,35Y,CCD7,11/17/22  9:49:36 PM,1668730491000,35,5,3
1637707,LOP221117001115,3460 PAXTON AV,PAXTON AV,R10851,RECOVERED STOLEN VEH,1668721823000,6065967,2113159,C,24Y,CCD5,11/17/22  9:50:23 PM,1668734719000,24,4,2
1637708,LOP221117001116,4501 SHATTUCK AV,SHATTUCK AV,933R,ALARM-RINGER,1668721846000,6052404,2130587,C,12X,CCD1,11/17/22  9:50:46 PM,1668722160000,12,2,1
1637709,LOP221117001118,269 VERNON ST,VERNON ST,484,THEFT,1668722203000,6054297,2124025,C,14X,CCD3,11/17/22  9:56:43 PM,1668722336000,14,2,2
1637710,LOP221117001119,806 ARLINGTON AV,ARLINGTON AV,415SS,415 SHOT SPOTTER GUN,1668722232000,6050391,2134162,C,10Y,CCD1,11/17/22  9:57:12 PM,1668723150000,10,2,1
1637711,LOP221117001123,5481 BANCROFT AV,BANCROFT AV,945A,AMBULANCE REQUESTED,1668722466000,6070935,2107894,C,27Y,CCD4,11/17/22 10:01:06 PM,1668722479000,27,4,3
1637712,LOP221117001124,1614 CAMPBELL ST,CAMPBELL ST,415E,LOUD MUSIC,1668722686000,6043461,2123619,P,05Y,CCD3,11/17/22 10:04:46 PM,1668722686000,5,1,1
