OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
1634645,LOP221114001046,E 18TH ST&PARK BLVD,18TH ST&PARK BLVD,594,VANDALISM,1668467696000,6055791,2118173,C,15X,CCD2,11/14/22 11:14:56 PM,1668468323000,15,3,2
1634646,LOP221114001045,2000 E 21ST ST,E 21ST ST,HAZ,HAZARDOUS SITUATION/,1668467687000,6060285,2115056,C,18X,CCD2,11/14/22 11:14:47 PM,1668469618000,18,3,2
1634647,LOP221114001047,E 15TH ST&17TH AV,15TH ST&17TH AV,SECCK,SECURITY CHECK,1668467876000,6058214,2114277,C,19X,CCD2,11/14/22 11:17:56 PM,1668472195000,19,3,2
1634648,LOP221114001049,2302 VALDEZ ST,VALDEZ ST,10851,STOLEN VEHICLE,1668467938000,6052085,2122873,C,08X,CCD3,11/14/22 11:18:58 PM,1668468162000,8,2,1
1634649,LOP221114001050,3758 MARION AV,MARION AV,949,SUSPICIOUS VEHICLE,1668468123000,6069642,2114135,C,24Y,CCD4,11/14/22 11:22:03 PM,1668473366000,24,4,2
1634650,LOP221114001052,10TH ST&WEBSTER ST,ST&WEBSTER ST,SECCK,SECURITY CHECK,1668468149000,6050162,2118829,C,03X,CCD2,11/14/22 11:22:29 PM,1668471575000,3,1,1
1634651,LOP221114001055,550 24TH ST,24TH ST,929,FIRE,1668468259000,6050510,2123576,C,08X,CCD3,11/14/22 11:24:19 PM,1668468259000,8,2,1
1634652,LOP221114001056,610 MARKET ST,MARKET ST,415,DISTURBING THE PEACE,1668468406000,6046585,2119524,C,02X,CCD3,11/14/22 11:26:46 PM,1668470691000,2,1,1
1634653,LOP221114001057,SB I880&JACKSON ST,I880&JACKSON ST,BCAST,BROADCAST,1668468468000,6050579,2117151,C,03X,CCD3,11/14/22 11:27:48 PM,1668468549000,3,1,1
1634654,LOP221114001058,67TH ST&SAN PABLO AV,ST&SAN PABLO AV,SECCK,SECURITY CHECK,1668468519000,6046054,2136793,C,10X,CCD1,11/14/22 11:28:39 PM,1668470966000,10,2,1
1634655,LOP221114001060,9800 MACARTHUR BLVD,MACARTHUR BLVD,913TH,SUICIDE THREATS,1668468817000,6082120,2099741,C,32Y,CCD7,11/14/22 11:33:37 PM,1668471712000,32,5,3
1634657,LOP221114001053,E 17TH ST&19TH AV,17TH ST&19TH AV,949,SUSPICIOUS VEHICLE,1668468160000,6059280,2114406,C,18X,CCD2,11/14/22 11:22:40 PM,1668472185000,18,3,2
1634658,LOP221115000053,2855 MANDELA PKWY,MANDELA PKWY,SIGNAL,SIGNALS-MALFUNCTIONI,1668476060000,6044906,2126876,C,07X,CCD3,11/15/22  1:34:20 AM,1668476065000,7,1,1
1634674,LOP221114001062,3 TOWN SQUARE PL,TOWN SQUARE PL,EVAL,EVALUATION,1668468892000,6078483,2096491,C,32X,CCD7,11/14/22 11:34:52 PM,1668482056000,32,5,3
1634675,LOP221114001061,1221 E 20TH ST,E 20TH ST,MSDIAL,MISDIAL,1668468870000,6058237,2116406,C,17X,CCD2,11/14/22 11:34:30 PM,1668468870000,17,3,2
1634676,LOP221114001063,25TH ST&BROADWAY,ST&BROADWAY,243E,BATTERY ON CO-HABITA,1668468948000,6051825,2123710,C,08X,CCD3,11/14/22 11:35:48 PM,1668470658000,8,2,1
1634677,LOP221114001067,2330 TELEGRAPH AV,TELEGRAPH AV,243E,BATTERY ON CO-HABITA,1668469256000,6050771,2123276,C,08X,CCD3,11/14/22 11:40:56 PM,1668480894000,8,2,1
1634678,LOP221114001068,BROADWAY&BROOKSIDE AV,AV,SECCK,SECURITY CHECK,1668469353000,6058799,2136190,C,13X,CCD1,11/14/22 11:42:33 PM,1668470933000,13,2,1
1634679,LOP221114001069,121 98TH AV,98TH AV,933R,ALARM-RINGER,1668469642000,6070948,2092136,C,31Y,CCD7,11/14/22 11:47:22 PM,1668474321000,31,5,3
1634680,LOP221114001070,649 DOUGLAS AV,DOUGLAS AV,945A,AMBULANCE REQUESTED,1668469916000,6075499,2094352,C,31Y,CCD7,11/14/22 11:51:56 PM,1668469916000,31,5,3
1634681,LOP221114001073,1607 89TH AV,89TH AV,900,MISCELLANEOUS/UNKNOW,1668470053000,6078178,2100445,C,34X,CCD7,11/14/22 11:54:13 PM,1668484652000,34,5,3
1634682,LOP221114001072,1221 BROADWAY,BROADWAY,SECCK,SECURITY CHECK,1668470049000,6049742,2119746,C,03Y,CCD3,11/14/22 11:54:09 PM,1668470371000,3,1,1
1634683,LOP221115000002,2701 HIGH ST,HIGH ST,911C,911 HANG UP FROM CP,1668470587000,6069441,2112047,C,24Y,CCD4,11/15/22 12:03:07 AM,1668470631000,24,4,2
1634684,LOP221115000001,2302 VALDEZ ST,VALDEZ ST,10851,STOLEN VEHICLE,1668470582000,6052085,2122873,C,08X,CCD3,11/15/22 12:03:02 AM,1668472214000,8,2,1
1634685,LOP221115000003,2430 COOLIDGE AV,COOLIDGE AV,HAZMAT,HAZARDOUS MATERIAL,1668470667000,6064973,2113326,C,21Y,CCD5,11/15/22 12:04:27 AM,1668470708000,21,3,2
1634686,LOP221115000006,900 PALM CT,PALM CT,SECCK,SECURITY CHECK,1668470881000,6044875,2121095,C,02X,CCD3,11/15/22 12:08:01 AM,1668474265000,2,1,1
1634687,LOP221115000005,3120 CHAPMAN ST,CHAPMAN ST,912,SUSPICIOUS PERSON,1668470848000,6061825,2108152,C,20X,CCD5,11/15/22 12:07:28 AM,1668472639000,20,3,2
1634688,LOP221115000009,98TH AV&GOLF LINKS RD,AV&GOLF LINKS RD,SECCK,SECURITY CHECK,1668470970000,6084080,2101272,C,35X,CCD7,11/15/22 12:09:30 AM,1668482428000,35,5,3
1634689,LOP221115000010,817 MILTON ST,MILTON ST,912,SUSPICIOUS PERSON,1668471132000,6048738,2124844,C,07X,CCD3,11/15/22 12:12:12 AM,1668473649000,7,1,1
1634690,LOP221115000011,1470 ALICE ST,ALICE ST,SUPPL,SUPPLEMENT,1668471190000,6051489,2119692,C,04X,CCD3,11/15/22 12:13:10 AM,1668474893000,4,1,1
1634691,LOP221115000013,2200 MIDDLE HARBOR RD,MIDDLE HARBOR RD,SECCK,SECURITY CHECK,1668471435000,6036589,2120005,C,02Y,CCD3,11/15/22 12:17:15 AM,1668472894000,2,1,1
1634692,LOP221115000014,30TH ST&TELEGRAPH AV,ST&TELEGRAPH AV,BCAST,BROADCAST,1668471435000,6051247,2125512,C,08X,CCD3,11/15/22 12:17:15 AM,1668471740000,8,2,1
1634693,LOP221115000015,2653 HAVENSCOURT BLVD,HAVENSCOURT BLVD,929,FIRE,1668471591000,6075120,2106645,C,30X,CCD6,11/15/22 12:19:51 AM,1668471592000,30,5,3
1634694,LOP221115000016,ARTHUR ST&HAVENSCOURT BLVD,ST&HAVENSCOURT BLVD,929,FIRE,1668471604000,6074807,2106376,C,30X,CCD6,11/15/22 12:20:04 AM,1668471605000,30,5,3
1634695,LOP221115000017,835 MANDANA BLVD,MANDANA BLVD,945A,AMBULANCE REQUESTED,1668471663000,6061382,2122711,C,16X,CCD2,11/15/22 12:21:03 AM,1668471686000,16,3,2
1634696,LOP221115000018,2626 94TH AV,94TH AV,415SS,415 SHOT SPOTTER GUN,1668471667000,6082335,2101114,C,35X,CCD7,11/15/22 12:21:07 AM,1668475983000,35,5,3
1634697,LOP221115000019,1277 73RD AV,73RD AV,TXT911,TEXT911,1668471829000,6073549,2102998,C,26Y,CCD7,11/15/22 12:23:49 AM,1668471846000,26,4,3
1634698,LOP221115000020,3837 AGUA VISTA ST,AGUA VISTA ST,242,BATTERY,1668471886000,6067668,2112292,C,24X,CCD4,11/15/22 12:24:46 AM,1668479718000,24,4,2
1634699,LOP221115000022,733 KEVIN CT,KEVIN CT,TEC,TEC CALL,1668472085000,6068221,2103035,C,26X,CCD6,11/15/22 12:28:05 AM,1668536606000,26,4,3
1634700,LOP221115000023,3779 FRUITVALE AV,FRUITVALE AV,WALKTR,WALK THROUGH,1668472246000,6066469,2119640,C,22X,CCD4,11/15/22 12:30:46 AM,1668475984000,22,3,2
1634702,LOP221115000025,1008 MCKINLEY AV,MCKINLEY AV,EVAL,EVALUATION,1668472535000,6059564,2120191,C,15X,CCD2,11/15/22 12:35:35 AM,1668475182000,15,3,2
1634703,LOP221115000026,1661 12TH ST,12TH ST,970B,AUTO BLOCKING DRIVEW,1668472618000,6042664,2122631,C,02Y,CCD3,11/15/22 12:36:58 AM,1668484848000,2,1,1
1634704,LOP221115000027,9616 LAS VEGAS AV,LAS VEGAS AV,415SS,415 SHOT SPOTTER GUN,1668472663000,6083888,2101200,C,35X,CCD7,11/15/22 12:37:43 AM,1668476524000,35,5,3
1634705,LOP221115000028,52ND AV&BANCROFT AV,AV&BANCROFT AV,415,DISTURBING THE PEACE,1668472717000,6068991,2107970,C,27X,CCD4,11/15/22 12:38:37 AM,1668474314000,27,4,3
1634706,LOP221115000029,2001 BROADWAY,BROADWAY,602L,TRESPASS:,1668472820000,6050859,2121896,C,04X,CCD3,11/15/22 12:40:20 AM,1668483949000,4,1,1
1634707,LOP221115000030,18TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,415C,415 UNKNOWN,1668472915000,6058278,2113743,C,19X,CCD2,11/15/22 12:41:55 AM,1668473664000,19,3,2
1634708,LOP221115000031,21ST AV&E 24TH ST,AV&E 24TH ST,243E,BATTERY ON CO-HABITA,1668473081000,6061244,2115653,C,18Y,CCD2,11/15/22 12:44:41 AM,1668474378000,18,3,2
1634709,LOP221115000008,4000 ALAMEDA AV,ALAMEDA AV,911C,911 HANG UP FROM CP,1668470900000,6063832,2106755,C,23X,CCD5,11/15/22 12:08:20 AM,1668474531000,23,4,2
1634710,LOP221115000032,2463 66TH AV,66TH AV,SECCK,SECURITY CHECK,1668473557000,6074071,2106112,C,30X,CCD6,11/15/22 12:52:37 AM,1668474701000,30,5,3
1634711,LOP221115000033,16TH ST&PERALTA ST,ST&PERALTA ST,A211,ATTEMPTED ROBBERY,1668473888000,6043788,2123355,C,05Y,CCD3,11/15/22 12:58:08 AM,1668480893000,5,1,1
1634712,LOP221115000035,1269 18TH ST,18TH ST,211,ROBBERY,1668474015000,6045320,2123440,C,05X,CCD3,11/15/22  1:00:15 AM,1668474214000,5,1,1
1634713,LOP221115000036,1470 ALICE ST,ALICE ST,TEC,TEC CALL,1668474049000,6051489,2119692,P,04X,CCD3,11/15/22  1:00:49 AM,1668474050000,4,1,1
1634714,LOP221115000039,2651 73RD AV,73RD AV,RR,REPORT REVIEW,1668474222000,6077662,2106308,C,30Y,CCD6,11/15/22  1:03:42 AM,1668477888000,30,5,3
1634715,LOP221115000038,3425 GRAND AV,GRAND AV,933R,ALARM-RINGER,1668474181000,6057314,2123714,C,14Y,CCD2,11/15/22  1:03:01 AM,1668476689000,14,2,2
1634716,LOP221115000037,455 7TH ST,7TH ST,RR,REPORT REVIEW,1668474173000,6049039,2118440,C,03Y,CCD3,11/15/22  1:02:53 AM,1668477623000,3,1,1
1634717,LOP221115000040,1300 84TH AV,84TH AV,415SS,415 SHOT SPOTTER GUN,1668474289000,6076157,2101077,C,33X,CCD7,11/15/22  1:04:49 AM,1668476094000,33,5,3
1634718,LOP221115000041,1651 ADELINE ST,ADELINE ST,911N,POLICE RELATED MATTE,1668474381000,6045893,2122836,C,05X,CCD3,11/15/22  1:06:21 AM,1668474382000,5,1,1
1634719,LOP221115000042,5844 BANCROFT AV,BANCROFT AV,R10851,RECOVERED STOLEN VEH,1668474519000,6072522,2107643,C,29X,CCD6,11/15/22  1:08:39 AM,1668478978000,29,5,3
1634720,LOP221115000043,ALAMEDA AV&HOWARD ST,AV&HOWARD ST,HAZ,HAZARDOUS SITUATION/,1668474543000,6063822,2106736,C,23X,CCD5,11/15/22  1:09:03 AM,1668479236000,23,4,2
1634721,LOP221115000044,1417 45TH AV,45TH AV,SECCK,SECURITY CHECK,1668474708000,6066608,2107942,C,27X,CCD5,11/15/22  1:11:48 AM,1668477275000,27,4,3
1634722,LOP221115000045,305 63RD ST,63RD ST,NOISE,NOISE-FIXED OR TRANS,1668474731000,6055673,2136797,C,12Y,CCD1,11/15/22  1:12:11 AM,1668476424000,12,2,1
1634723,LOP221115000046,2000 E 12TH ST,E 12TH ST,929AU,AUTO ON FIRE,1668474824000,6058667,2112988,C,19X,CCD2,11/15/22  1:13:44 AM,1668477484000,19,3,2
1634724,LOP221115000047,3245 SHEFFIELD AV,SHEFFIELD AV,933R,ALARM-RINGER,1668474894000,6064434,2117531,C,21X,CCD5,11/15/22  1:14:54 AM,1668474913000,21,3,2
1634725,LOP221115000048,1146 70TH AV,70TH AV,243E,BATTERY ON CO-HABITA,1668474960000,6072684,2103260,C,26Y,CCD7,11/15/22  1:16:00 AM,1668488134000,26,4,3
1634726,LOP221115000050,3600 MARTIN LUTHER KING JR WY,MARTIN LUTHER KING JR WY,10851,STOLEN VEHICLE,1668475508000,6050631,2127829,C,06X,CCD1,11/15/22  1:25:08 AM,1668488248000,6,1,1
1634727,LOP221115000007,6400 BRANN ST,BRANN ST,R10851,RECOVERED STOLEN VEH,1668470882000,6075164,2107769,C,29X,CCD6,11/15/22 12:08:02 AM,1668475862000,29,5,3
1634728,LOP221115000052,8925 HOLLY ST,HOLLY ST,MSDIAL,MISDIAL,1668475993000,6077940,2100195,C,34X,CCD7,11/15/22  1:33:13 AM,1668475993000,34,5,3
1634729,LOP221115000055,1661 74TH AV,74TH AV,945A,AMBULANCE REQUESTED,1668476144000,6074876,2103684,C,30X,CCD6,11/15/22  1:35:44 AM,1668476157000,30,5,3
1634730,LOP221115000054,317 BROADWAY,BROADWAY,415,DISTURBING THE PEACE,1668476110000,6048577,2117499,C,01X,CCD3,11/15/22  1:35:10 AM,1668480958000,1,1,1
1634731,LOP221115000056,2855 MANDELA PKWY,MANDELA PKWY,HAZ,HAZARDOUS SITUATION/,1668476161000,6044906,2126876,C,07X,CCD3,11/15/22  1:36:01 AM,1668481107000,7,1,1
1634732,LOP221115000057,1501 98TH AV,98TH AV,EVAL,EVALUATION,1668476340000,6079007,2098026,C,34X,CCD7,11/15/22  1:39:00 AM,1668484048000,34,5,3
1634733,LOP221115000059,12TH ST&EB I980,ST&EB I980,BCAST,BROADCAST,1668476528000,6047871,2120648,C,03Y,CCD3,11/15/22  1:42:08 AM,1668476579000,3,1,1
1634734,LOP221115000058,1915 BROADWAY,BROADWAY,933R,ALARM-RINGER,1668476507000,6050656,2121502,C,04X,CCD3,11/15/22  1:41:47 AM,1668481848000,4,1,1
1634735,LOP221115000060,6900 OUTLOOK AV,OUTLOOK AV,CKVEH,CHECK VEHICLE,1668476632000,6078123,2107944,C,29X,CCD6,11/15/22  1:43:52 AM,1668480160000,29,5,3
1634736,LOP221115000061,71ST AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,946,TOW REQUESTED,1668476711000,6073527,2103584,C,26Y,CCD7,11/15/22  1:45:11 AM,1668496756000,26,4,3
1634737,LOP221115000062,17TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,BCAST,BROADCAST,1668476811000,6057980,2113977,C,19X,CCD2,11/15/22  1:46:51 AM,1668477232000,19,3,2
1634738,LOP221115000063,13TH AV&E 38TH ST,AV&E 38TH ST,SECCK,SECURITY CHECK,1668477300000,6062162,2119924,P,16Y,CCD5,11/15/22  1:55:00 AM,1668477300000,16,3,2
1634739,LOP221115000065,4400 PIEDMONT AV,PIEDMONT AV,933R,ALARM-RINGER,1668477431000,6057071,2129476,C,09X,CCD1,11/15/22  1:57:11 AM,1668480421000,9,2,1
1634740,LOP221115000067,2926 HIGH ST,HIGH ST,EVAL,EVALUATION,1668477516000,6069997,2112347,C,28X,CCD4,11/15/22  1:58:36 AM,1668479920000,28,4,3
1634741,LOP221115000066,777 BROADWAY,BROADWAY,602L,TRESPASS:,1668477509000,6049166,2118636,C,03Y,CCD3,11/15/22  1:58:29 AM,1668477522000,3,1,1
1634743,LOP221115000068,CLAREMONT AV&COLLEGE AV,AV&COLLEGE AV,SECCK,SECURITY CHECK,1668478147000,6055754,2136491,C,12Y,CCD1,11/15/22  2:09:07 AM,1668478845000,12,2,1
1634744,LOP221115000070,1445 35TH AV,35TH AV,949,SUSPICIOUS VEHICLE,1668478780000,6063940,2109976,C,23X,CCD5,11/15/22  2:19:40 AM,1668481745000,23,4,2
1634745,LOP221115000071,7TH ST&BAY ST,ST&BAY ST,602L,TRESPASS:,1668479088000,6039906,2121754,C,02Y,CCD3,11/15/22  2:24:48 AM,1668487700000,2,1,1
1634746,LOP221115000075,4100 PIEDMONT AV,PIEDMONT AV,SECCK,SECURITY CHECK,1668479653000,6055571,2128094,C,09X,CCD1,11/15/22  2:34:13 AM,1668481278000,9,2,1
1634747,LOP221115000073,DERBY AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,929AU,AUTO ON FIRE,1668479633000,6062467,2110483,C,20X,CCD5,11/15/22  2:33:53 AM,1668479633000,20,3,2
1634748,LOP221115000077,E 15TH ST&DERBY AV,15TH ST&DERBY AV,929,FIRE,1668479794000,6062610,2110820,C,20X,CCD5,11/15/22  2:36:34 AM,1668479794000,20,3,2
1634749,LOP221115000078,3600 BROADWAY,BROADWAY,243E,BATTERY ON CO-HABITA,1668479855000,6053561,2127014,C,09X,CCD3,11/15/22  2:37:35 AM,1668485372000,9,2,1
1634750,LOP221115000080,8135 BANCROFT AV,BANCROFT AV,933R,ALARM-RINGER,1668479945000,6078647,2103657,C,30X,CCD6,11/15/22  2:39:05 AM,1668482488000,30,5,3
1634751,LOP221115000081,5800 TELEGRAPH AV,TELEGRAPH AV,SECCK,SECURITY CHECK,1668479973000,6053133,2134684,C,12Y,CCD1,11/15/22  2:39:33 AM,1668483123000,12,2,1
1634752,LOP221115000082,1103 EMBARCADERO,EMBARCADERO,211,ROBBERY,1668480337000,6055463,2114217,C,19X,CCD2,11/15/22  2:45:37 AM,1668492837000,19,3,2
1634753,LOP221115000083,2500 E 12TH ST,E 12TH ST,R10851,RECOVERED STOLEN VEH,1668480479000,6060382,2111570,C,20X,CCD5,11/15/22  2:47:59 AM,1668483125000,20,3,2
1634754,LOP221115000087,444 EMBARCADERO WEST,EMBARCADERO WEST,602L,TRESPASS:,1668480832000,6048357,2116943,C,01X,CCD3,11/15/22  2:53:52 AM,1668485683000,1,1,1
1634755,LOP221115000086,DERBY AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,946,TOW REQUESTED,1668480810000,6062467,2110483,C,20X,CCD5,11/15/22  2:53:30 AM,1668487017000,20,3,2
1634756,LOP221115000085,2212 FRUITVALE AV,FRUITVALE AV,945A,AMBULANCE REQUESTED,1668480788000,6064015,2112882,C,21Y,CCD5,11/15/22  2:53:08 AM,1668480913000,21,3,2
1634757,LOP221115000084,2112 FRUITVALE AV,FRUITVALE AV,415C,415 UNKNOWN,1668480784000,6063940,2112660,C,21Y,CCD5,11/15/22  2:53:04 AM,1668492144000,21,3,2
1634758,LOP221115000088,324 WARWICK AV,WARWICK AV,911N,POLICE RELATED MATTE,1668481139000,6054783,2123181,C,14X,CCD3,11/15/22  2:58:59 AM,1668481139000,14,2,2
1634759,LOP221115000089,3300 WEBSTER ST,WEBSTER ST,415C,415 UNKNOWN,1668481338000,6052606,2126187,C,08X,CCD3,11/15/22  3:02:18 AM,1668481340000,8,2,1
1634760,LOP221115000091,CLAREMONT AV&COLLEGE AV,AV&COLLEGE AV,SECCK,SECURITY CHECK,1668481637000,6055754,2136491,C,12Y,CCD1,11/15/22  3:07:17 AM,1668483120000,12,2,1
1634761,LOP221115000092,722 W MACARTHUR BLVD,W MACARTHUR BLVD,R10851,RECOVERED STOLEN VEH,1668481992000,6050396,2128581,C,06X,CCD1,11/15/22  3:13:12 AM,1668488261000,6,1,1
1634762,LOP221115000093,2110 MOUNTAIN BLVD,MOUNTAIN BLVD,933R,ALARM-RINGER,1668482139000,6067925,2127427,C,13Z,CCD4,11/15/22  3:15:39 AM,1668485113000,13,2,1
1634763,LOP221115000096,70TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,HAZ,HAZARDOUS SITUATION/,1668482824000,6073271,2103747,C,30X,CCD7,11/15/22  3:27:04 AM,1668509556000,30,5,3
1634764,LOP221115000095,1445 35TH AV,35TH AV,912,SUSPICIOUS PERSON,1668482806000,6063940,2109976,C,23X,CCD5,11/15/22  3:26:46 AM,1668485787000,23,4,2
1634765,LOP221115000097,4183 MANILA AV,MANILA AV,945A,AMBULANCE REQUESTED,1668483375000,6054221,2129719,C,12X,CCD1,11/15/22  3:36:15 AM,1668483376000,12,2,1
1634766,LOP221115000099,2004 PARK BLVD,PARK BLVD,WELCK,WELFARE CHECK -- CHE,1668483460000,6056575,2118614,C,17X,CCD2,11/15/22  3:37:40 AM,1668486551000,17,3,2
1634767,LOP221115000098,700 MARITIME ST,MARITIME ST,933R,ALARM-RINGER,1668483443000,6038173,2122249,C,05Y,CCD3,11/15/22  3:37:23 AM,1668484815000,5,1,1
1634768,LOP221115000100,3314 66TH AV,66TH AV,10851,STOLEN VEHICLE,1668483475000,6076775,2108152,C,29X,CCD6,11/15/22  3:37:55 AM,1668522180000,29,5,3
1634769,LOP221114001066,2712 MADELINE ST,MADELINE ST,933R,ALARM-RINGER,1668469161000,6068395,2118613,C,22X,CCD4,11/14/22 11:39:21 PM,1668484405000,22,3,2
1634770,LOP221115000076,3385 GUIDO ST,GUIDO ST,SPEC,SPECIAL ASSIGNMENT,1668479747000,6072949,2118496,C,22Y,CCD4,11/15/22  2:35:47 AM,1668496627000,22,3,2
1634771,LOP221115000101,4901 BROADWAY,BROADWAY,SECCK,SECURITY CHECK,1668483918000,6055443,2130730,C,12X,CCD1,11/15/22  3:45:18 AM,1668484747000,12,2,1
1634772,LOP221115000102,7039 LACEY AV,LACEY AV,955B,BARKING DOG,1668484145000,6078119,2107501,C,29X,CCD6,11/15/22  3:49:05 AM,1668496409000,29,5,3
1634773,LOP221115000104,2816 82ND AV,82ND AV,415SS,415 SHOT SPOTTER GUN,1668484604000,6080576,2104520,C,35X,CCD7,11/15/22  3:56:44 AM,1668489077000,35,5,3
1634774,LOP221115000105,414 LESSER ST,LESSER ST,949,SUSPICIOUS VEHICLE,1668484695000,6064456,2104960,C,26X,CCD5,11/15/22  3:58:15 AM,1668494975000,26,4,3
1634775,LOP221115000106,15TH ST&WILLOW ST,ST&WILLOW ST,SECCK,SECURITY CHECK,1668484908000,6042883,2123585,C,05Y,CCD3,11/15/22  4:01:48 AM,1668486440000,5,1,1
1634776,LOP221115000107,482 49TH ST,49TH ST,459,BURGLARY,1668485021000,6052823,2131639,C,12X,CCD1,11/15/22  4:03:41 AM,1668488339000,12,2,1
1634777,LOP221115000108,2353 WEBSTER ST,WEBSTER ST,911C,911 HANG UP FROM CP,1668485388000,6051792,2123186,C,08X,CCD3,11/15/22  4:09:48 AM,1668488329000,8,2,1
1634778,LOP221115000109,715 PERALTA ST,PERALTA ST,MSDIAL,MISDIAL,1668485758000,6042224,2121020,C,02Y,CCD3,11/15/22  4:15:58 AM,1668487671000,2,1,1
1634779,LOP221115000111,5152 FOOTHILL BLVD,FOOTHILL BLVD,415,DISTURBING THE PEACE,1668486189000,6069195,2108301,C,27X,CCD4,11/15/22  4:23:09 AM,1668491606000,27,4,3
1634780,LOP221115000114,1247 E 12TH ST,E 12TH ST,484,THEFT,1668486687000,6056401,2114675,C,19X,CCD2,11/15/22  4:31:27 AM,1668488027000,19,3,2
1634781,LOP221115000113,4015 BROADWAY,BROADWAY,415E,LOUD MUSIC,1668486678000,6054360,2128637,C,12X,CCD1,11/15/22  4:31:18 AM,1668488221000,12,2,1
1634782,LOP221115000116,DERBY AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,R10851,RECOVERED STOLEN VEH,1668487059000,6062467,2110483,C,20X,CCD5,11/15/22  4:37:39 AM,1668488627000,20,3,2
1634783,LOP221115000117,1502 JACKSON ST,JACKSON ST,EVAL,EVALUATION,1668487422000,6051885,2119623,C,04X,CCD3,11/15/22  4:43:42 AM,1668489625000,4,1,1
1634784,LOP221115000118,401 SANTA CLARA AV,SANTA CLARA AV,10851,STOLEN VEHICLE,1668487489000,6056584,2123201,C,14Y,CCD2,11/15/22  4:44:49 AM,1668492009000,14,2,2
1634785,LOP221115000119,5115 E 8TH ST,E 8TH ST,912,SUSPICIOUS PERSON,1668487851000,6066764,2105568,C,26X,CCD5,11/15/22  4:50:51 AM,1668489782000,26,4,3
